Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	apigennin_r1	apigennin_r2	control_r1	control_r2	salt_r1	salt_r2
sense	NC_020062.1	Protein Homology	CDS	534540	535058	.	+	0	ID=cds-WP_015342513.1;Parent=gene-RTCIAT899_RS24560;Dbxref=GenBank:WP_015342513.1;Name=WP_015342513.1;Ontology_term=GO:0016787,GO:0016790;gbkey=CDS;go_function=hydrolase activity|0016787||IEA,thiolester hydrolase activity|0016790||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342513.1;locus_tag=RTCIAT899_RS24560;product=acyl-CoA thioesterase;protein_id=WP_015342513.1;transl_table=11	0	4.125	0	5.0	0	0
sense	NC_020062.1	Protein Homology	CDS	535059	535673	.	+	0	ID=cds-WP_015342514.1;Parent=gene-RTCIAT899_RS24565;Dbxref=GenBank:WP_015342514.1;Name=WP_015342514.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007799981.1;locus_tag=RTCIAT899_RS24565;product=transferase hexapeptide repeat family protein;protein_id=WP_015342514.1;transl_table=11	0.08333333333333333	2.5	0	7.5	1.0	0
sense	NC_020062.1	Protein Homology	CDS	535694	536290	.	-	0	ID=cds-WP_015342515.1;Parent=gene-RTCIAT899_RS24570;Dbxref=GenBank:WP_015342515.1;Name=WP_015342515.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007799957.1;locus_tag=RTCIAT899_RS24570;product=TetR/AcrR family transcriptional regulator;protein_id=WP_015342515.1;transl_table=11	60.2	25.0	26.0	24.0	2.0	0
sense	NC_020062.1	Protein Homology	CDS	536393	537703	.	-	0	ID=cds-WP_015342516.1;Parent=gene-RTCIAT899_RS24575;Dbxref=GenBank:WP_015342516.1;Name=WP_015342516.1;Ontology_term=GO:0010124,GO:0047475;gbkey=CDS;gene=paaK;go_function=phenylacetate-CoA ligase activity|0047475||IEA;go_process=phenylacetate catabolic process|0010124||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016557512.1;locus_tag=RTCIAT899_RS24575;product=phenylacetate--CoA ligase PaaK;protein_id=WP_015342516.1;transl_table=11	16.95	20.75	9.25	25.083333333333336	1.0	0
sense	NC_020062.1	Protein Homology	CDS	537747	538190	.	-	0	ID=cds-WP_015342517.1;Parent=gene-RTCIAT899_RS24580;Dbxref=GenBank:WP_015342517.1;Name=WP_015342517.1;Ontology_term=GO:0010124,GO:0016790;gbkey=CDS;gene=paaI;go_function=thiolester hydrolase activity|0016790||IEA;go_process=phenylacetate catabolic process|0010124||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342517.1;locus_tag=RTCIAT899_RS24580;product=hydroxyphenylacetyl-CoA thioesterase PaaI;protein_id=WP_015342517.1;transl_table=11	0.5	1.0	0.5	1.5	0	0
sense	NC_020062.1	Protein Homology	CDS	538187	538975	.	-	0	ID=cds-WP_015342518.1;Parent=gene-RTCIAT899_RS24585;Dbxref=GenBank:WP_015342518.1;Name=WP_015342518.1;Ontology_term=GO:0010124,GO:0016853;gbkey=CDS;gene=paaG;go_function=isomerase activity|0016853||IEA;go_process=phenylacetate catabolic process|0010124||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017269098.1;locus_tag=RTCIAT899_RS24585;product=2-(1%2C2-epoxy-1%2C2-dihydrophenyl)acetyl-CoA isomerase PaaG;protein_id=WP_015342518.1;transl_table=11	0.1111111111111111	7.0	1.5	5.0	0	0
sense	NC_020062.1	Protein Homology	CDS	539264	539734	.	+	0	ID=cds-WP_041678149.1;Parent=gene-RTCIAT899_RS24590;Dbxref=GenBank:WP_041678149.1;Name=WP_041678149.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008527446.1;locus_tag=RTCIAT899_RS24590;product=MEKHLA domain-containing protein;protein_id=WP_041678149.1;transl_table=11	5.0	10.333333333333332	5.666666666666668	14.0	7.666666666666671	0
sense	NC_020062.1	Protein Homology	CDS	539965	540111	.	+	0	ID=cds-WP_112337003.1;Parent=gene-RTCIAT899_RS32625;Dbxref=GenBank:WP_112337003.1;Name=WP_112337003.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342520.1;locus_tag=RTCIAT899_RS32625;product=DUF1127 domain-containing protein;protein_id=WP_112337003.1;transl_table=11	0	2.0	0	6.0	0	0
sense	NC_020062.1	Protein Homology	CDS	541059	541553	.	+	0	ID=cds-WP_015342523.1;Parent=gene-RTCIAT899_RS33985;Dbxref=GenBank:WP_015342523.1;Name=WP_015342523.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342523.1;locus_tag=RTCIAT899_RS33985;product=hypothetical protein;protein_id=WP_015342523.1;transl_table=11	15.0	32.0	10.0	47.0	4.0	0
sense	NC_020062.1	Protein Homology	CDS	541547	542191	.	-	0	ID=cds-WP_015342524.1;Parent=gene-RTCIAT899_RS24605;Dbxref=GenBank:WP_015342524.1;Name=WP_015342524.1;Ontology_term=GO:0000160;gbkey=CDS;go_process=phosphorelay signal transduction system|0000160||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342524.1;locus_tag=RTCIAT899_RS24605;product=response regulator;protein_id=WP_015342524.1;transl_table=11	7.0	5.0	12.0	8.5	14.0	0
sense	NC_020062.1	Protein Homology	CDS	542188	543621	.	-	0	ID=cds-WP_015342525.1;Parent=gene-RTCIAT899_RS24610;Dbxref=GenBank:WP_015342525.1;Name=WP_015342525.1;Ontology_term=GO:0007165,GO:0000155,GO:0004673,GO:0005524;gbkey=CDS;go_function=phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA;go_process=signal transduction|0007165||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342525.1;locus_tag=RTCIAT899_RS24610;product=sensor histidine kinase;protein_id=WP_015342525.1;transl_table=11	11.350000000000005	22.39999999999999	5.916666666666669	23.300000000000004	7.8000000000000025	1.9999999999999998
sense	NC_020062.1	Protein Homology	CDS	543903	544562	.	+	0	ID=cds-WP_041678151.1;Parent=gene-RTCIAT899_RS24615;Dbxref=GenBank:WP_041678151.1;Name=WP_041678151.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342526.1;locus_tag=RTCIAT899_RS24615;product=hypothetical protein;protein_id=WP_041678151.1;transl_table=11	0.2	8.2	0	13.0	0	0
sense	NC_020062.1	Protein Homology	CDS	544948	545346	.	-	0	ID=cds-WP_015342528.1;Parent=gene-RTCIAT899_RS24620;Dbxref=GenBank:WP_015342528.1;Name=WP_015342528.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342528.1;locus_tag=RTCIAT899_RS24620;product=DUF1236 domain-containing protein;protein_id=WP_015342528.1;transl_table=11	4.533333333333333	12.0	7.111111111111111	10.0	4.0	0
sense	NC_020062.1	Protein Homology	CDS	546164	547048	.	-	0	ID=cds-WP_015342530.1;Parent=gene-RTCIAT899_RS24625;Dbxref=GenBank:WP_015342530.1;Name=WP_015342530.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342530.1;locus_tag=RTCIAT899_RS24625;product=LysR substrate-binding domain-containing protein;protein_id=WP_015342530.1;transl_table=11	0	19.0	0.5	22.11111111111111	1.0	0
sense	NC_020062.1	Protein Homology	CDS	547166	547624	.	+	0	ID=cds-WP_015342531.1;Parent=gene-RTCIAT899_RS24630;Dbxref=GenBank:WP_015342531.1;Name=WP_015342531.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_020051806.1;locus_tag=RTCIAT899_RS24630;product=DUF3237 domain-containing protein;protein_id=WP_015342531.1;transl_table=11	0.3333333333333333	7.0	1.0	11.0	0	0
sense	NC_020062.1	Protein Homology	CDS	547906	548115	.	+	0	ID=cds-WP_015342532.1;Parent=gene-RTCIAT899_RS24635;Dbxref=GenBank:WP_015342532.1;Name=WP_015342532.1;Ontology_term=GO:0003676;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018095341.1;locus_tag=RTCIAT899_RS24635;product=cold-shock protein;protein_id=WP_015342532.1;transl_table=11	0	2.0	0.5	11.5	0	0
sense	NC_020062.1	Protein Homology	CDS	548223	548510	.	+	0	ID=cds-WP_015342533.1;Parent=gene-RTCIAT899_RS24640;Dbxref=GenBank:WP_015342533.1;Name=WP_015342533.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342533.1;locus_tag=RTCIAT899_RS24640;product=hypothetical protein;protein_id=WP_015342533.1;transl_table=11	2.0	3.0	1.5	4.0	0	0
sense	NC_020062.1	Protein Homology	CDS	548525	548629	.	+	0	ID=cds-RTCIAT899_RS32640;Parent=gene-RTCIAT899_RS32640;Note=incomplete%3B partial in the middle of a contig%3B missing C-terminus;Ontology_term=GO:0006412,GO:0003735,GO:0005840;end_range=548629,.;gbkey=CDS;gene=rpsU;go_component=ribosome|0005840||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012330661.1;locus_tag=RTCIAT899_RS32640;partial=true;product=30S ribosomal protein S21;pseudo=true;transl_table=11	1.5	2.5	0.5	4.5	0	0
sense	NC_020062.1	Protein Homology	CDS	548674	548883	.	+	0	ID=cds-WP_015342535.1;Parent=gene-RTCIAT899_RS24645;Dbxref=GenBank:WP_015342535.1;Name=WP_015342535.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342535.1;locus_tag=RTCIAT899_RS24645;product=hypothetical protein;protein_id=WP_015342535.1;transl_table=11	2.5555555555555554	0.5	0	4.5	0	0
sense	NC_020062.1	Protein Homology	CDS	548952	549317	.	-	0	ID=cds-WP_015342536.1;Parent=gene-RTCIAT899_RS24650;Dbxref=GenBank:WP_015342536.1;Name=WP_015342536.1;Ontology_term=GO:0006935,GO:0007165;gbkey=CDS;go_process=chemotaxis|0006935||IEA,signal transduction|0007165||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342536.1;locus_tag=RTCIAT899_RS24650;product=chemotaxis protein CheW;protein_id=WP_015342536.1;transl_table=11	8.333333333333332	9.0	7.0	21.0	3.0	0
sense	NC_020062.1	Protein Homology	CDS	549562	550383	.	-	0	ID=cds-WP_015342537.1;Parent=gene-RTCIAT899_RS24655;Dbxref=GenBank:WP_015342537.1;Name=WP_015342537.1;Ontology_term=GO:0006629,GO:0008610,GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;go_process=lipid metabolic process|0006629||IEA,lipid biosynthetic process|0008610||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342537.1;locus_tag=RTCIAT899_RS24655;product=sterol desaturase family protein;protein_id=WP_015342537.1;transl_table=11	11.0	34.0	12.0	35.5	4.0	0
sense	NC_020062.1	Protein Homology	CDS	550538	551740	.	-	0	ID=cds-WP_015342538.1;Parent=gene-RTCIAT899_RS24660;Dbxref=GenBank:WP_015342538.1;Name=WP_015342538.1;Ontology_term=GO:0042626,GO:0140359,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017994522.1;locus_tag=RTCIAT899_RS24660;product=ABC transporter permease;protein_id=WP_015342538.1;transl_table=11	2.75	14.0	4.0	20.5	0	0
sense	NC_020062.1	Protein Homology	CDS	551746	552888	.	-	0	ID=cds-WP_015342539.1;Parent=gene-RTCIAT899_RS24665;Dbxref=GenBank:WP_015342539.1;Name=WP_015342539.1;Ontology_term=GO:0042626,GO:0140359,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017988770.1;locus_tag=RTCIAT899_RS24665;product=ABC transporter permease;protein_id=WP_015342539.1;transl_table=11	5.083333333333333	23.5625	8.0	21.0	2.0	0
sense	NC_020062.1	Protein Homology	CDS	552888	553583	.	-	0	ID=cds-WP_015342540.1;Parent=gene-RTCIAT899_RS24670;Dbxref=GenBank:WP_015342540.1;Name=WP_015342540.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342540.1;locus_tag=RTCIAT899_RS24670;product=ABC transporter ATP-binding protein;protein_id=WP_015342540.1;transl_table=11	2.0	19.0	0	23.85	0	0
sense	NC_020062.1	Protein Homology	CDS	553580	554692	.	-	0	ID=cds-WP_041678362.1;Parent=gene-RTCIAT899_RS24675;Dbxref=GenBank:WP_041678362.1;Name=WP_041678362.1;Ontology_term=GO:0055085,GO:0022857,GO:0042802,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=transmembrane transporter activity|0022857||IEA,identical protein binding|0042802||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007801531.1;locus_tag=RTCIAT899_RS24675;product=efflux RND transporter periplasmic adaptor subunit;protein_id=WP_041678362.1;transl_table=11	2.611111111111111	34.5	1.0	50.698412698412696	2.0	0
sense	NC_020062.1	Protein Homology	CDS	554790	555809	.	-	0	ID=cds-WP_015342542.1;Parent=gene-RTCIAT899_RS24680;Dbxref=GenBank:WP_015342542.1;Name=WP_015342542.1;Ontology_term=GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342542.1;locus_tag=RTCIAT899_RS24680;product=helix-turn-helix domain-containing protein;protein_id=WP_015342542.1;transl_table=11	0.5	26.6	4.0	32.0	2.0	0
sense	NC_020062.1	Protein Homology	CDS	555936	558590	.	-	0	ID=cds-WP_015342543.1;Parent=gene-RTCIAT899_RS24685;Dbxref=GenBank:WP_015342543.1;Name=WP_015342543.1;Ontology_term=GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016732848.1;locus_tag=RTCIAT899_RS24685;product=nitrate reductase;protein_id=WP_015342543.1;transl_table=11	42.41666666666685	26.91666666666667	46.456259426847815	35.0	42.74358974358992	0
sense	NC_020062.1	Protein Homology	CDS	558810	559160	.	-	0	ID=cds-WP_015342544.1;Parent=gene-RTCIAT899_RS24690;Dbxref=GenBank:WP_015342544.1;Name=WP_015342544.1;Ontology_term=GO:0008942,GO:0051537;gbkey=CDS;gene=nirD;go_function=nitrite reductase [NAD(P)H] activity|0008942||IEA,2 iron%2C 2 sulfur cluster binding|0051537||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007692821.1;locus_tag=RTCIAT899_RS24690;product=nitrite reductase small subunit NirD;protein_id=WP_015342544.1;transl_table=11	0	3.0	0	4.0	0	0
sense	NC_020062.1	Protein Homology	CDS	559165	561627	.	-	0	ID=cds-WP_015342545.1;Parent=gene-RTCIAT899_RS24695;Dbxref=GenBank:WP_015342545.1;Name=WP_015342545.1;Ontology_term=GO:0042128,GO:0008942,GO:0050660,GO:0050661;gbkey=CDS;gene=nirB;go_function=nitrite reductase [NAD(P)H] activity|0008942||IEA,flavin adenine dinucleotide binding|0050660||IEA,NADP binding|0050661||IEA;go_process=nitrate assimilation|0042128||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018209867.1;locus_tag=RTCIAT899_RS24695;product=nitrite reductase large subunit NirB;protein_id=WP_015342545.1;transl_table=11	1.1428571428571428	32.5	1.75	40.55882352941177	1.0	0
sense	NC_020062.1	Protein Homology	CDS	561634	562431	.	-	0	ID=cds-WP_015342546.1;Parent=gene-RTCIAT899_RS24700;Dbxref=GenBank:WP_015342546.1;Name=WP_015342546.1;Ontology_term=GO:0006810,GO:0005215,GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=transporter activity|0005215||IEA,ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;go_process=transport|0006810||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006699924.1;locus_tag=RTCIAT899_RS24700;product=ABC transporter ATP-binding protein;protein_id=WP_015342546.1;transl_table=11	0	10.5	1.5	9.166666666666668	1.3428571428571427	0
sense	NC_020062.1	Protein Homology	CDS	562442	563335	.	-	0	ID=cds-WP_015342547.1;Parent=gene-RTCIAT899_RS24705;Dbxref=GenBank:WP_015342547.1;Name=WP_015342547.1;Ontology_term=GO:0015706,GO:0015112,GO:0016020,GO:0055052;gbkey=CDS;gene=ntrB;go_component=membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=nitrate transmembrane transporter activity|0015112||IEA;go_process=nitrate transmembrane transport|0015706||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016735961.1;locus_tag=RTCIAT899_RS24705;product=nitrate ABC transporter permease;protein_id=WP_015342547.1;transl_table=11	3.0	18.5	2.25	17.0	1.5526315789473684	0
sense	NC_020062.1	Protein Homology	CDS	563403	564701	.	-	0	ID=cds-WP_015342548.1;Parent=gene-RTCIAT899_RS24710;Dbxref=GenBank:WP_015342548.1;Name=WP_015342548.1;Ontology_term=GO:0042626,GO:0140359,GO:0055052;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007757700.1;locus_tag=RTCIAT899_RS24710;product=CmpA/NrtA family ABC transporter substrate-binding protein;protein_id=WP_015342548.1;transl_table=11	2.090909090909091	17.09090909090909	0.5454545454545455	20.59090909090909	2.090909090909091	0
sense	NC_020062.1	Protein Homology	CDS	565051	566322	.	-	0	ID=cds-WP_041678153.1;Parent=gene-RTCIAT899_RS24715;Dbxref=GenBank:WP_041678153.1;Name=WP_041678153.1;Ontology_term=GO:0042626,GO:0140359,GO:0055052;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004672220.1;locus_tag=RTCIAT899_RS24715;product=CmpA/NrtA family ABC transporter substrate-binding protein;protein_id=WP_041678153.1;transl_table=11	11.0	22.0	6.5	34.0	1.0909090909090908	0
sense	NC_020062.1	Protein Homology	CDS	566354	566941	.	-	0	ID=cds-WP_015342550.1;Parent=gene-RTCIAT899_RS24720;Dbxref=GenBank:WP_015342550.1;Name=WP_015342550.1;Ontology_term=GO:0000160;gbkey=CDS;go_process=phosphorelay signal transduction system|0000160||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007628377.1;locus_tag=RTCIAT899_RS24720;product=ANTAR domain-containing response regulator;protein_id=WP_015342550.1;transl_table=11	0	3.0	0	9.0	0	0
sense	NC_020062.1	Protein Homology	CDS	567645	568100	.	+	0	ID=cds-WP_015342552.1;Parent=gene-RTCIAT899_RS24730;Dbxref=GenBank:WP_015342552.1;Name=WP_015342552.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342552.1;locus_tag=RTCIAT899_RS24730;product=hypothetical protein;protein_id=WP_015342552.1;transl_table=11	5.0	8.0	2.0	10.0	1.0	0
sense	NC_020062.1	GeneMarkS-2+	CDS	568286	568993	.	+	0	ID=cds-WP_312862798.1;Parent=gene-RTCIAT899_RS34535;Dbxref=GenBank:WP_312862798.1;Name=WP_312862798.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=RTCIAT899_RS34535;product=hypothetical protein;protein_id=WP_312862798.1;transl_table=11	19.0	18.5	20.090909090909093	24.0	3.0	0
sense	NC_020062.1	GeneMarkS-2+	CDS	569065	569226	.	-	0	ID=cds-WP_154660808.1;Parent=gene-RTCIAT899_RS33565;Dbxref=GenBank:WP_154660808.1;Name=WP_154660808.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=RTCIAT899_RS33565;product=hypothetical protein;protein_id=WP_154660808.1;transl_table=11	2.0	11.0	3.5	10.0	0	0
sense	NC_020062.1	Protein Homology	CDS	569420	569665	.	+	0	ID=cds-WP_041678155.1;Parent=gene-RTCIAT899_RS33700;Dbxref=GenBank:WP_041678155.1;Name=WP_041678155.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018326444.1;locus_tag=RTCIAT899_RS33700;product=hypothetical protein;protein_id=WP_041678155.1;transl_table=11	0	1.5	1.0	4.0	1.0	0
sense	NC_020062.1	Protein Homology	CDS	569702	570274	.	+	0	ID=cds-WP_015342557.1;Parent=gene-RTCIAT899_RS24750;Dbxref=GenBank:WP_015342557.1;Name=WP_015342557.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342557.1;locus_tag=RTCIAT899_RS24750;product=cysteine hydrolase;protein_id=WP_015342557.1;transl_table=11	5.0	7.5	3.0	4.5	1.5833333333333333	0
sense	NC_020062.1	Protein Homology	CDS	570349	570591	.	+	0	ID=cds-WP_244441554.1;Parent=gene-RTCIAT899_RS24755;Dbxref=GenBank:WP_244441554.1;Name=WP_244441554.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018114692.1;locus_tag=RTCIAT899_RS24755;product=hypothetical protein;protein_id=WP_244441554.1;transl_table=11	2.0	4.0	0	9.166666666666668	1.0	0
sense	NC_020062.1	Protein Homology	CDS	570907	571884	.	+	0	ID=cds-WP_015342559.1;Parent=gene-RTCIAT899_RS24760;Dbxref=GenBank:WP_015342559.1;Name=WP_015342559.1;Ontology_term=GO:0019402,GO:0005524,GO:0050317;gbkey=CDS;go_function=ATP binding|0005524||IEA,tagatose kinase activity|0050317||IEA;go_process=galactitol metabolic process|0019402||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342559.1;locus_tag=RTCIAT899_RS24760;product=tagatose kinase;protein_id=WP_015342559.1;transl_table=11	0.5	7.0	0	11.642857142857142	0.3333333333333333	0
sense	NC_020062.1	Protein Homology	CDS	571884	573161	.	+	0	ID=cds-WP_015342560.1;Parent=gene-RTCIAT899_RS24765;Dbxref=GenBank:WP_015342560.1;Name=WP_015342560.1;Ontology_term=GO:0005975;gbkey=CDS;go_process=carbohydrate metabolic process|0005975||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342560.1;locus_tag=RTCIAT899_RS24765;product=D-tagatose-bisphosphate aldolase%2C class II%2C non-catalytic subunit;protein_id=WP_015342560.1;transl_table=11	1.5	5.5	0.5	12.0	2.0769230769230766	0.25
sense	NC_020062.1	Protein Homology	CDS	573185	573910	.	+	0	ID=cds-WP_015342561.1;Parent=gene-RTCIAT899_RS24770;Dbxref=GenBank:WP_015342561.1;Name=WP_015342561.1;Ontology_term=GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012556565.1;locus_tag=RTCIAT899_RS24770;product=SDR family oxidoreductase;protein_id=WP_015342561.1;transl_table=11	10.0	1.1428571428571428	7.0	6.5	1.0	0
sense	NC_020062.1	Protein Homology	CDS	574229	575569	.	+	0	ID=cds-WP_015342562.1;Parent=gene-RTCIAT899_RS24775;Dbxref=GenBank:WP_015342562.1;Name=WP_015342562.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342562.1;locus_tag=RTCIAT899_RS24775;product=SAM-dependent methyltransferase;protein_id=WP_015342562.1;transl_table=11	1.0	12.0	0	22.0	5.0	0
sense	NC_020062.1	Protein Homology	CDS	575934	576701	.	+	0	ID=cds-WP_015342563.1;Parent=gene-RTCIAT899_RS24780;Dbxref=GenBank:WP_015342563.1;Name=WP_015342563.1;Ontology_term=GO:0018104,GO:0042834,GO:0071972;gbkey=CDS;go_function=peptidoglycan binding|0042834||IEA,peptidoglycan L%2CD-transpeptidase activity|0071972||IEA;go_process=peptidoglycan-protein cross-linking|0018104||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342563.1;locus_tag=RTCIAT899_RS24780;product=L%2CD-transpeptidase;protein_id=WP_015342563.1;transl_table=11	1.625	9.0	0.5	16.0	0.5	0
sense	NC_020062.1	Protein Homology	CDS	576814	577089	.	+	0	ID=cds-WP_041678156.1;Parent=gene-RTCIAT899_RS24785;Dbxref=GenBank:WP_041678156.1;Name=WP_041678156.1;Ontology_term=GO:0006355,GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008535549.1;locus_tag=RTCIAT899_RS24785;product=ribbon-helix-helix domain-containing protein;protein_id=WP_041678156.1;transl_table=11	0	2.0	0	3.0	0	0
sense	NC_020062.1	Protein Homology	CDS	577076	577420	.	+	0	ID=cds-WP_015342565.1;Parent=gene-RTCIAT899_RS24790;Dbxref=GenBank:WP_015342565.1;Name=WP_015342565.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014528689.1;locus_tag=RTCIAT899_RS24790;product=type II toxin-antitoxin system RelE/ParE family toxin;protein_id=WP_015342565.1;transl_table=11	2.333333333333333	5.0	0.1111111111111111	3.0	0	0
sense	NC_020062.1	Protein Homology	CDS	577599	578273	.	+	0	ID=cds-WP_015342566.1;Parent=gene-RTCIAT899_RS24795;Dbxref=GenBank:WP_015342566.1;Name=WP_015342566.1;Ontology_term=GO:0000160,GO:0006355,GO:0000156,GO:0003677;gbkey=CDS;go_function=phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA;go_process=phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342566.1;locus_tag=RTCIAT899_RS24795;product=response regulator transcription factor;protein_id=WP_015342566.1;transl_table=11	1.5	2.642857142857143	0	7.590909090909091	0	0
sense	NC_020062.1	Protein Homology	CDS	578270	579733	.	+	0	ID=cds-WP_015342567.1;Parent=gene-RTCIAT899_RS24800;Dbxref=GenBank:WP_015342567.1;Name=WP_015342567.1;Ontology_term=GO:0000160,GO:0007165,GO:0000155,GO:0004673,GO:0005524,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA;go_process=phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015342567.1;locus_tag=RTCIAT899_RS24800;product=sensor histidine kinase;protein_id=WP_015342567.1;transl_table=11	2.166666666666667	15.5	0.3333333333333333	30.5	0.125	0
